status,paid_only,is_favor,frequency,progress,stat_question_id,stat_question__article__live,stat_question__article__slug,stat_question__article__has_video_solution,stat_question__title,stat_question__title_slug,stat_question__hide,stat_total_acs,stat_total_submitted,stat_frontend_question_id,stat_is_new_question,difficulty_level
,False,False,0,0,1659,,,,Get the Maximum Score,get-the-maximum-score,False,11545,31009,1537,False,3
,False,False,0,0,1658,,,,Minimum Swaps to Arrange a Binary Grid,minimum-swaps-to-arrange-a-binary-grid,False,9453,21334,1536,False,2
,False,False,0,0,1657,,,,Find the Winner of an Array Game,find-the-winner-of-an-array-game,False,21179,43885,1535,False,2
,False,False,0,0,1656,,,,Count Good Triplets,count-good-triplets,False,59274,73838,1534,False,1
,True,False,0,0,1655,,,,Move Sub-Tree of N-Ary Tree,move-sub-tree-of-n-ary-tree,False,1340,2073,1516,False,3
,False,False,0,0,1653,,,,Number of Good Leaf Nodes Pairs,number-of-good-leaf-nodes-pairs,False,18662,32393,1530,False,2
,False,False,0,0,1652,,,,Bulb Switcher IV,bulb-switcher-iv,False,26095,36371,1529,False,2
,False,False,0,0,1651,,,,Shuffle String,shuffle-string,False,135758,158369,1528,False,1
,True,False,0,0,1650,True,find-root-of-n-ary-tree,False,Find Root of N-Ary Tree,find-root-of-n-ary-tree,False,16130,20360,1506,False,2
,False,False,0,0,1649,,,,Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,maximum-number-of-non-overlapping-subarrays-with-sum-equals-target,False,15409,34255,1546,False,2
,False,False,0,0,1648,,,,Minimum Insertions to Balance a Parentheses String,minimum-insertions-to-balance-a-parentheses-string,False,15215,33785,1541,False,2
,False,False,0,0,1647,,,,Can Convert String in K Moves,can-convert-string-in-k-moves,False,11445,35960,1540,False,2
,False,False,0,0,1646,True,kth-missing-positive-number,False,Kth Missing Positive Number,kth-missing-positive-number,False,97690,178529,1539,False,1
,False,False,0,0,1645,,,,Find a Value of a Mysterious Function Closest to Target,find-a-value-of-a-mysterious-function-closest-to-target,False,6571,14974,1521,False,3
,False,False,0,0,1644,,,,Maximum Number of Non-Overlapping Substrings,maximum-number-of-non-overlapping-substrings,False,9096,24600,1520,False,3
,False,False,0,0,1643,,,,Number of Nodes in the Sub-Tree With the Same Label,number-of-nodes-in-the-sub-tree-with-the-same-label,False,13259,34770,1519,False,2
,False,False,0,0,1642,,,,Water Bottles,water-bottles,False,39927,66146,1518,False,1
,True,False,0,0,1640,,,,Design a File Sharing System,design-a-file-sharing-system,False,2263,4852,1500,False,2
,False,False,0,0,1638,,,,Best Position for a Service Centre,best-position-for-a-service-centre,False,7719,19423,1515,False,3
,False,False,0,0,1637,,,,String Compression II,string-compression-ii,False,7176,20652,1531,False,3
,False,False,0,0,1636,,,,Number of Substrings With Only 1s,number-of-substrings-with-only-1s,False,23497,54973,1513,False,2
,False,False,0,0,1635,,,,Number of Good Pairs,number-of-good-pairs,False,205662,234713,1512,False,1
,True,False,0,0,1634,,,,Clone N-ary Tree,clone-n-ary-tree,False,11089,13394,1490,False,2
,False,False,0,0,1633,,,,Minimum Number of Increments on Subarrays to Form a Target Array,minimum-number-of-increments-on-subarrays-to-form-a-target-array,False,14661,22506,1526,False,3
,False,False,0,0,1632,,,,Number of Good Ways to Split a String,number-of-good-ways-to-split-a-string,False,35615,51164,1525,False,2
,False,False,0,0,1631,,,,Number of Sub-arrays With Odd Sum,number-of-sub-arrays-with-odd-sum,False,15552,37547,1524,False,2
,False,False,0,0,1630,,,,Count Odd Numbers in an Interval Range,count-odd-numbers-in-an-interval-range,False,26422,49012,1523,False,1
,False,False,0,0,1629,,,,Minimum Possible Integer After at Most K Adjacent Swaps On Digits,minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits,False,6063,16665,1505,False,3
,False,False,0,0,1628,,,,Count Submatrices With All Ones,count-submatrices-with-all-ones,False,26700,43942,1504,False,2
,False,False,0,0,1627,,,,Last Moment Before All Ants Fall Out of a Plank,last-moment-before-all-ants-fall-out-of-a-plank,False,13217,24537,1503,False,2
,False,False,0,0,1626,,,,Can Make Arithmetic Progression From Sequence,can-make-arithmetic-progression-from-sequence,False,54954,78203,1502,False,1
,True,False,0,0,1624,True,clone-binary-tree-with-random-pointer,False,Clone Binary Tree With Random Pointer,clone-binary-tree-with-random-pointer,False,10222,12843,1485,False,2
,False,False,0,0,1622,,,,Max Value of Equation,max-value-of-equation,False,19124,41621,1499,False,3
,False,False,0,0,1621,,,,Number of Subsequences That Satisfy the Given Sum Condition,number-of-subsequences-that-satisfy-the-given-sum-condition,False,19672,50021,1498,False,2
,False,False,0,0,1620,,,,Check If Array Pairs Are Divisible by k,check-if-array-pairs-are-divisible-by-k,False,22822,56589,1497,False,2
,False,False,0,0,1619,,,,Path Crossing,path-crossing,False,28848,52318,1496,False,1
,True,False,0,0,1618,True,delete-n-nodes-after-m-nodes-of-a-linked-list,False,Delete N Nodes After M Nodes of a Linked List,delete-n-nodes-after-m-nodes-of-a-linked-list,False,13714,18633,1474,False,1
,False,False,0,0,1617,True,stone-game-iv,False,Stone Game IV,stone-game-iv,False,29385,49556,1510,False,3
,False,False,0,0,1616,,,,Minimum Difference Between Largest and Smallest Value in Three Moves,minimum-difference-between-largest-and-smallest-value-in-three-moves,False,27197,48429,1509,False,2
,False,False,0,0,1615,,,,Range Sum of Sorted Subarray Sums,range-sum-of-sorted-subarray-sums,False,19397,32475,1508,False,2
,False,False,0,0,1613,,,,Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree,find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree,False,5224,10109,1489,False,3
,False,False,0,0,1612,,,,Avoid Flood in The City,avoid-flood-in-the-city,False,18422,74695,1488,False,2
,False,False,0,0,1611,,,,Making File Names Unique,making-file-names-unique,False,15958,49576,1487,False,2
,False,False,0,0,1610,,,,XOR Operation in an Array,xor-operation-in-an-array,False,99917,119055,1486,False,1
,True,False,0,0,1609,,,,Find All The Lonely Nodes,find-all-the-lonely-nodes,False,21531,26596,1469,False,1
,False,False,0,0,1605,,,,Minimum Number of Days to Make m Bouquets,minimum-number-of-days-to-make-m-bouquets,False,25176,47784,1482,False,2
,False,False,0,0,1604,,,,Least Number of Unique Integers after K Removals,least-number-of-unique-integers-after-k-removals,False,39146,69082,1481,False,2
,False,False,0,0,1603,True,running-sum-of-1d-array,False,Running Sum of 1d Array,running-sum-of-1d-array,False,402381,452543,1480,False,1
,False,False,0,0,1587,,,,Parallel Courses II,parallel-courses-ii,False,7449,24204,1494,False,3
,False,False,0,0,1586,,,,Longest Subarray of 1's After Deleting One Element,longest-subarray-of-1s-after-deleting-one-element,False,25440,42879,1493,False,2
,False,False,0,0,1585,True,the-kth-factor-of-n,False,The kth Factor of n,the-kth-factor-of-n,False,50691,80566,1492,False,2
,False,False,0,0,1584,,,,Average Salary Excluding the Minimum and Maximum Salary,average-salary-excluding-the-minimum-and-maximum-salary,False,51416,75773,1491,False,1
,False,False,0,0,1583,,,,Paint House III,paint-house-iii,False,9811,20001,1473,False,3
,False,False,0,0,1582,,,,Design Browser History,design-browser-history,False,44167,60583,1472,False,2
,False,False,0,0,1581,,,,The k Strongest Values in an Array,the-k-strongest-values-in-an-array,False,23618,39994,1471,False,2
,False,False,0,0,1580,,,,Shuffle the Array,shuffle-the-array,False,237817,270069,1470,False,1
,False,False,0,0,1577,,,,Probability of a Two Boxes Having The Same Number of Distinct Balls,probability-of-a-two-boxes-having-the-same-number-of-distinct-balls,False,5296,8714,1467,False,3
,False,False,0,0,1576,,,,Reorder Routes to Make All Paths Lead to the City Zero,reorder-routes-to-make-all-paths-lead-to-the-city-zero,False,34803,56552,1466,False,2
,False,False,0,0,1575,True,maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts,False,Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts,maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts,False,70321,191790,1465,False,2
,False,False,0,0,1574,,,,Maximum Product of Two Elements in an Array,maximum-product-of-two-elements-in-an-array,False,94409,122294,1464,False,1
,False,False,0,0,1573,,,,Find Two Non-overlapping Sub-arrays Each With Target Sum,find-two-non-overlapping-sub-arrays-each-with-target-sum,False,28158,78775,1477,False,2
,False,False,0,0,1572,,,,Subrectangle Queries,subrectangle-queries,False,52458,59519,1476,False,2
,False,False,0,0,1571,,,,Allocate Mailboxes,allocate-mailboxes,False,10733,19860,1478,False,3
,False,False,0,0,1570,,,,Final Prices With a Special Discount in a Shop,final-prices-with-a-special-discount-in-a-shop,False,52465,70106,1475,False,1
,False,False,0,0,1569,,,,Max Dot Product of Two Subsequences,max-dot-product-of-two-subsequences,False,13917,31723,1458,False,3
,False,False,0,0,1568,True,pseudo-palindromic-paths-in-a-binary-tree,False,Pseudo-Palindromic Paths in a Binary Tree,pseudo-palindromic-paths-in-a-binary-tree,False,44411,64758,1457,False,2
,False,False,0,0,1567,,,,Maximum Number of Vowels in a Substring of Given Length,maximum-number-of-vowels-in-a-substring-of-given-length,False,33797,60456,1456,False,2
,False,False,0,0,1566,,,,Check If a Word Occurs As a Prefix of Any Word in a Sentence,check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence,False,40177,62171,1455,False,1
,False,False,0,0,1563,,,,Maximum Number of Darts Inside of a Circular Dartboard,maximum-number-of-darts-inside-of-a-circular-dartboard,False,4119,11403,1453,False,3
,False,False,0,0,1562,,,,People Whose List of Favorite Companies Is Not a Subset of Another List,people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list,False,16100,28972,1452,False,2
,False,False,0,0,1561,,,,Rearrange Words in a Sentence,rearrange-words-in-a-sentence,False,31438,51715,1451,False,2
,False,False,0,0,1560,,,,Number of Students Doing Homework at a Given Time,number-of-students-doing-homework-at-a-given-time,False,70552,92017,1450,False,1
,False,False,0,0,1559,True,cherry-pickup-ii,False,Cherry Pickup II,cherry-pickup-ii,False,29611,43175,1463,False,3
,False,False,0,0,1558,,,,Course Schedule IV,course-schedule-iv,False,21547,46291,1462,False,2
,False,False,0,0,1557,True,check-if-a-string-contains-all-binary-codes-of-size-k,False,Check If a String Contains All Binary Codes of Size K,check-if-a-string-contains-all-binary-codes-of-size-k,False,43253,79607,1461,False,2
,False,False,0,0,1556,,,,Make Two Arrays Equal by Reversing Sub-arrays,make-two-arrays-equal-by-reversing-sub-arrays,False,61202,84546,1460,False,1
,False,False,0,0,1555,,,,Number of Ways of Cutting a Pizza,number-of-ways-of-cutting-a-pizza,False,9374,17278,1444,False,3
,False,False,0,0,1554,,,,Minimum Time to Collect All Apples in a Tree,minimum-time-to-collect-all-apples-in-a-tree,False,21263,38715,1443,False,2
,False,False,0,0,1553,,,,Count Triplets That Can Form Two Arrays of Equal XOR,count-triplets-that-can-form-two-arrays-of-equal-xor,False,20983,28695,1442,False,2
,False,False,0,0,1552,,,,Build an Array With Stack Operations,build-an-array-with-stack-operations,False,47001,66640,1441,False,1
,False,False,0,0,1550,,,,Find the Kth Smallest Sum of a Matrix With Sorted Rows,find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows,False,18950,30972,1439,False,3
,False,False,0,0,1549,,,,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit,False,60274,134019,1438,False,2
,False,False,0,0,1548,True,check-if-all-ones-are-at-least-k-places-away,False,Check If All 1's Are at Least Length K Places Away,check-if-all-1s-are-at-least-length-k-places-away,False,51297,84259,1437,False,1
,False,False,0,0,1547,,,,Destination City,destination-city,False,78782,101929,1436,False,1
,False,False,0,0,1545,,,,Form Largest Integer With Digits That Add up to Target,form-largest-integer-with-digits-that-add-up-to-target,False,10171,22389,1449,False,3
,False,False,0,0,1544,True,count-good-nodes-in-binary-tree,False,Count Good Nodes in Binary Tree,count-good-nodes-in-binary-tree,False,75223,104364,1448,False,2
,False,False,0,0,1543,,,,Simplified Fractions,simplified-fractions,False,16892,26871,1447,False,2
,False,False,0,0,1542,True,consecutive-characters,False,Consecutive Characters,consecutive-characters,False,76515,125163,1446,False,1
,False,False,0,0,1539,,,,Diagonal Traverse II,diagonal-traverse-ii,False,29147,61774,1424,False,2
,False,False,0,0,1538,True,maximum-points-you-can-obtain-from-cards,False,Maximum Points You Can Obtain from Cards,maximum-points-you-can-obtain-from-cards,False,90515,185393,1423,False,2
,False,False,0,0,1537,,,,Maximum Score After Splitting a String,maximum-score-after-splitting-a-string,False,33104,57428,1422,False,1
,False,False,0,0,1535,,,,Build Array Where You Can Find The Maximum Exactly K Comparisons,build-array-where-you-can-find-the-maximum-exactly-k-comparisons,False,8176,12685,1420,False,3
,False,False,0,0,1534,,,,Minimum Number of Frogs Croaking,minimum-number-of-frogs-croaking,False,19171,39569,1419,False,2
,False,False,0,0,1533,,,,Display Table of Food Orders in a Restaurant,display-table-of-food-orders-in-a-restaurant,False,15641,22103,1418,False,2
,False,False,0,0,1532,,,,Reformat The String,reformat-the-string,False,36105,63748,1417,False,1
,False,False,0,0,1531,,,,Number of Ways to Wear Different Hats to Each Other,number-of-ways-to-wear-different-hats-to-each-other,False,7106,17585,1434,False,3
,False,False,0,0,1530,,,,Check If a String Can Break Another String,check-if-a-string-can-break-another-string,False,24442,36028,1433,False,2
,False,False,0,0,1529,,,,Max Difference You Can Get From Changing an Integer,max-difference-you-can-get-from-changing-an-integer,False,10853,25158,1432,False,2
,False,False,0,0,1528,,,,Kids With the Greatest Number of Candies,kids-with-the-greatest-number-of-candies,False,246853,280343,1431,False,1
,False,False,0,0,1527,,,,Number of Ways to Paint N × 3 Grid,number-of-ways-to-paint-n-3-grid,False,19260,31278,1411,False,3
,False,False,0,0,1526,,,,HTML Entity Parser,html-entity-parser,False,16986,31815,1410,False,2
,False,False,0,0,1525,,,,Queries on a Permutation With Key,queries-on-a-permutation-with-key,False,32068,39003,1409,False,2
,False,False,0,0,1524,,,,String Matching in an Array,string-matching-in-an-array,False,45018,70648,1408,False,1
,False,False,0,0,1522,,,,Stone Game III,stone-game-iii,False,24852,41850,1406,False,3
,False,False,0,0,1520,,,,Number of Steps to Reduce a Number in Binary Representation to One,number-of-steps-to-reduce-a-number-in-binary-representation-to-one,False,19637,39056,1404,False,2
,False,False,0,0,1519,,,,Minimum Subsequence in Non-Increasing Order,minimum-subsequence-in-non-increasing-order,False,41827,58140,1403,False,1
,False,False,0,0,1517,,,,Restore The Array,restore-the-array,False,10035,27071,1416,False,3
,False,False,0,0,1516,,,,The k-th Lexicographical String of All Happy Strings of Length n,the-k-th-lexicographical-string-of-all-happy-strings-of-length-n,False,20287,28808,1415,False,2
,False,False,0,0,1515,,,,Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k,False,25344,39347,1414,False,2
,False,False,0,0,1514,,,,Minimum Value to Get Positive Step by Step Sum,minimum-value-to-get-positive-step-by-step-sum,False,32781,49971,1413,False,1
,False,False,0,0,1513,,,,Find All Good Strings,find-all-good-strings,False,3151,8021,1397,False,3
,False,False,0,0,1512,True,design-underground-system,False,Design Underground System,design-underground-system,False,70861,98766,1396,False,2
,False,False,0,0,1511,,,,Count Number of Teams,count-number-of-teams,False,67264,93525,1395,False,2
,False,False,0,0,1510,True,find-lucky-integer-in-an-array,False,Find Lucky Integer in an Array,find-lucky-integer-in-an-array,False,55813,88348,1394,False,1
,False,False,0,0,1508,,,,Longest Happy Prefix,longest-happy-prefix,False,14831,34324,1392,False,3
,False,False,0,0,1507,,,,Check if There is a Valid Path in a Grid,check-if-there-is-a-valid-path-in-a-grid,False,16721,36507,1391,False,2
,False,False,0,0,1505,,,,Create Target Array in the Given Order,create-target-array-in-the-given-order,False,109682,128802,1389,False,1
,False,False,0,0,1503,,,,Reducing Dishes,reducing-dishes,False,26226,36316,1402,False,3
,False,False,0,0,1502,,,,Construct K Palindrome Strings,construct-k-palindrome-strings,False,24967,39246,1400,False,2
,False,False,0,0,1501,,,,Circle and Rectangle Overlapping,circle-and-rectangle-overlapping,False,8210,19147,1401,False,2
,False,False,0,0,1500,,,,Count Largest Group,count-largest-group,False,25567,38971,1399,False,1
,False,False,0,0,1499,True,maximum-performance-of-a-team,False,Maximum Performance of a Team,maximum-performance-of-a-team,False,33337,80913,1383,False,3
,False,False,0,0,1498,True,find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree,False,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree,False,84996,100210,1379,False,2
,False,False,0,0,1497,,,,Design a Stack With Increment Operation,design-a-stack-with-increment-operation,False,47069,61324,1381,False,2
,False,False,0,0,1496,,,,Lucky Numbers in a Matrix,lucky-numbers-in-a-matrix,False,49548,70353,1380,False,1
,False,False,0,0,1493,,,,Frog Position After T Seconds,frog-position-after-t-seconds,False,14665,41006,1377,False,3
,False,False,0,0,1492,,,,Time Needed to Inform All Employees,time-needed-to-inform-all-employees,False,60131,104852,1376,False,2
,False,False,0,0,1491,,,,Bulb Switcher III,bulb-switcher-iii,False,31271,48472,1375,False,2
,False,False,0,0,1490,,,,Generate a String With Characters That Have Odd Counts,generate-a-string-with-characters-that-have-odd-counts,False,56141,72956,1374,False,1
,False,False,0,0,1489,,,,Pizza With 3n Slices,pizza-with-3n-slices,False,6353,13527,1388,False,3
,False,False,0,0,1488,,,,Sort Integers by The Power Value,sort-integers-by-the-power-value,False,38464,54691,1387,False,2
,False,False,0,0,1487,,,,Cinema Seat Allocation,cinema-seat-allocation,False,14435,38731,1386,False,2
,False,False,0,0,1486,,,,Find the Distance Value Between Two Arrays,find-the-distance-value-between-two-arrays,False,30254,45543,1385,False,1
,False,False,0,0,1485,,,,Minimum Cost to Make at Least One Valid Path in a Grid,minimum-cost-to-make-at-least-one-valid-path-in-a-grid,False,19319,32988,1368,False,3
,False,False,0,0,1484,,,,Linked List in Binary Tree,linked-list-in-binary-tree,False,34647,83561,1367,False,2
,False,False,0,0,1483,,,,Rank Teams by Votes,rank-teams-by-votes,False,24652,42958,1366,False,2
,False,False,0,0,1482,,,,How Many Numbers Are Smaller Than the Current Number,how-many-numbers-are-smaller-than-the-current-number,False,228923,266481,1365,False,1
,False,False,0,0,1479,True,construct-target-array-with-multiple-sums,False,Construct Target Array With Multiple Sums,construct-target-array-with-multiple-sums,False,23372,74608,1354,False,3
,False,False,0,0,1478,,,,Maximum Number of Events That Can Be Attended,maximum-number-of-events-that-can-be-attended,False,29197,95433,1353,False,2
,False,False,0,0,1477,,,,Product of the Last K Numbers,product-of-the-last-k-numbers,False,35026,75949,1352,False,2
,False,False,0,0,1476,,,,Count Negative Numbers in a Sorted Matrix,count-negative-numbers-in-a-sorted-matrix,False,125425,166300,1351,False,1
,False,False,0,0,1475,,,,Maximum Sum BST in Binary Tree,maximum-sum-bst-in-binary-tree,False,19363,51701,1373,False,3
,False,False,0,0,1474,,,,Longest ZigZag Path in a Binary Tree,longest-zigzag-path-in-a-binary-tree,False,23336,41754,1372,False,2
,False,False,0,0,1473,,,,Find the Longest Substring Containing Vowels in Even Counts,find-the-longest-substring-containing-vowels-in-even-counts,False,14539,23621,1371,False,2
,False,False,0,0,1472,,,,Increasing Decreasing String,increasing-decreasing-string,False,45461,58589,1370,False,1
,False,False,0,0,1471,,,,Maximum Students Taking Exam,maximum-students-taking-exam,False,8269,18273,1349,False,3
,False,False,0,0,1470,,,,Tweet Counts Per Frequency,tweet-counts-per-frequency,False,19091,47318,1348,False,2
,False,False,0,0,1469,,,,Minimum Number of Steps to Make Two Strings Anagram,minimum-number-of-steps-to-make-two-strings-anagram,False,62286,82979,1347,False,2
,False,False,0,0,1468,,,,Check If N and Its Double Exist,check-if-n-and-its-double-exist,False,124818,350794,1346,False,1
,False,False,0,0,1466,,,,Jump Game V,jump-game-v,False,14243,23487,1340,False,3
,False,False,0,0,1465,True,maximum-product-of-splitted-binary-tree,False,Maximum Product of Splitted Binary Tree,maximum-product-of-splitted-binary-tree,False,27671,71587,1339,False,2
,False,False,0,0,1464,True,reduce-array-size-to-the-half,False,Reduce Array Size to The Half,reduce-array-size-to-the-half,False,70160,102720,1338,False,2
,False,False,0,0,1463,True,the-k-weakest-rows-in-a-matrix,False,The K Weakest Rows in a Matrix,the-k-weakest-rows-in-a-matrix,False,82295,114325,1337,False,1
,False,False,0,0,1461,,,,Count All Valid Pickup and Delivery Options,count-all-valid-pickup-and-delivery-options,False,15821,28502,1359,False,3
,False,False,0,0,1460,,,,Number of Substrings Containing All Three Characters,number-of-substrings-containing-all-three-characters,False,25375,41542,1358,False,2
,False,False,0,0,1459,,,,Apply Discount Every n Orders,apply-discount-every-n-orders,False,11891,17632,1357,False,2
,False,False,0,0,1458,,,,Sort Integers by The Number of 1 Bits,sort-integers-by-the-number-of-1-bits,False,46761,66123,1356,False,1
,False,False,0,0,1457,,,,Minimum Difficulty of a Job Schedule,minimum-difficulty-of-a-job-schedule,False,46409,81899,1335,False,3
,False,False,0,0,1456,,,,Find the City With the Smallest Number of Neighbors at a Threshold Distance,find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance,False,26976,55158,1334,False,2
,False,False,0,0,1455,,,,"Filter Restaurants by Vegan-Friendly, Price and Distance",filter-restaurants-by-vegan-friendly-price-and-distance,False,18300,31591,1333,False,2
,False,False,0,0,1454,True,remove-palindrome-subsequences,False,Remove Palindromic Subsequences,remove-palindromic-subsequences,False,47479,69102,1332,False,1
,False,False,0,0,1451,,,,Minimum Number of Taps to Open to Water a Garden,minimum-number-of-taps-to-open-to-water-a-garden,False,33521,70472,1326,False,3
,False,False,0,0,1450,,,,Delete Leaves With a Given Value,delete-leaves-with-a-given-value,False,47178,63447,1325,False,2
,False,False,0,0,1449,,,,Print Words Vertically,print-words-vertically,False,21421,36316,1324,False,2
,False,False,0,0,1448,,,,Maximum 69 Number,maximum-69-number,False,89490,114420,1323,False,1
,False,False,0,0,1447,True,jump-game-iv,False,Jump Game IV,jump-game-iv,False,36801,87283,1345,False,3
,False,False,0,0,1446,True,angle-between-hands-of-a-clock,False,Angle Between Hands of a Clock,angle-between-hands-of-a-clock,False,60368,97958,1344,False,2
,False,False,0,0,1445,,,,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold,False,20852,31585,1343,False,2
,False,False,0,0,1444,True,number-of-steps-to-reduce-a-number-to-zero,False,Number of Steps to Reduce a Number to Zero,number-of-steps-to-reduce-a-number-to-zero,False,206957,241773,1342,False,1
,False,False,0,0,1443,,,,Minimum Distance to Type a Word Using Two Fingers,minimum-distance-to-type-a-word-using-two-fingers,False,19709,32101,1320,False,3
,False,False,0,0,1442,,,,Number of Operations to Make Network Connected,number-of-operations-to-make-network-connected,False,43016,77048,1319,False,2
,False,False,0,0,1441,,,,Minimum Flips to Make a OR b Equal to c,minimum-flips-to-make-a-or-b-equal-to-c,False,19219,29902,1318,False,2
,False,False,0,0,1440,,,,Convert Integer to the Sum of Two No-Zero Integers,convert-integer-to-the-sum-of-two-no-zero-integers,False,24944,43648,1317,False,1
,False,False,0,0,1437,,,,Minimum Insertion Steps to Make a String Palindrome,minimum-insertion-steps-to-make-a-string-palindrome,False,29733,48464,1312,False,3
,False,False,0,0,1436,,,,Get Watched Videos by Your Friends,get-watched-videos-by-your-friends,False,13119,29472,1311,False,2
,False,False,0,0,1435,,,,XOR Queries of a Subarray,xor-queries-of-a-subarray,False,28363,40453,1310,False,2
,False,False,0,0,1434,,,,Decrypt String from Alphabet to Integer Mapping,decrypt-string-from-alphabet-to-integer-mapping,False,61411,78839,1309,False,1
,True,False,0,0,1432,,,,Check If a String Is a Valid Sequence from Root to Leaves Path in a Binary Tree,check-if-a-string-is-a-valid-sequence-from-root-to-leaves-path-in-a-binary-tree,False,37266,82219,1430,False,2
,False,False,0,0,1429,,,,Verbal Arithmetic Puzzle,verbal-arithmetic-puzzle,False,6027,16812,1307,False,3
,False,False,0,0,1428,True,jump-game-iii,True,Jump Game III,jump-game-iii,False,84270,136691,1306,False,2
,False,False,0,0,1427,True,all-elements-in-two-bsts,False,All Elements in Two Binary Search Trees,all-elements-in-two-binary-search-trees,False,96097,122962,1305,False,2
,False,False,0,0,1426,,,,Find N Unique Integers Sum up to Zero,find-n-unique-integers-sum-up-to-zero,False,96567,126177,1304,False,1
,False,False,0,0,1424,,,,Maximum Candies You Can Get from Boxes,maximum-candies-you-can-get-from-boxes,False,8627,14304,1298,False,3
,False,False,0,0,1423,,,,Maximum Number of Occurrences of a Substring,maximum-number-of-occurrences-of-a-substring,False,24620,47611,1297,False,2
,False,False,0,0,1422,,,,Divide Array in Sets of K Consecutive Numbers,divide-array-in-sets-of-k-consecutive-numbers,False,48089,86120,1296,False,2
,False,False,0,0,1421,,,,Find Numbers with Even Number of Digits,find-numbers-with-even-number-of-digits,False,310016,397788,1295,False,1
,False,False,0,0,1414,,,,Shortest Path in a Grid with Obstacles Elimination,shortest-path-in-a-grid-with-obstacles-elimination,False,33913,78372,1293,False,3
,False,False,0,0,1413,,,,Maximum Side Length of a Square with Sum Less than or Equal to Threshold,maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold,False,19608,38175,1292,False,2
,False,False,0,0,1411,True,convert-binary-number-in-a-linked-list-to-integer,False,Convert Binary Number in a Linked List to Integer,convert-binary-number-in-a-linked-list-to-integer,False,197884,242154,1290,False,1
,False,False,0,0,1409,,,,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix,False,12663,17995,1284,False,3
,False,False,0,0,1408,False,find-the-smallest-divisor-given-a-threshold,False,Find the Smallest Divisor Given a Threshold,find-the-smallest-divisor-given-a-threshold,False,62299,121954,1283,False,2
,False,False,0,0,1407,,,,Group the People Given the Group Size They Belong To,group-the-people-given-the-group-size-they-belong-to,False,63700,75256,1282,False,2
,False,False,0,0,1406,,,,Subtract the Product and Sum of Digits of an Integer,subtract-the-product-and-sum-of-digits-of-an-integer,False,159000,185618,1281,False,1
,True,False,0,0,1404,,,,Print Immutable Linked List in Reverse,print-immutable-linked-list-in-reverse,False,28368,30150,1265,False,2
,False,False,0,0,1403,,,,Palindrome Partitioning III,palindrome-partitioning-iii,False,14550,23664,1278,False,3
,False,False,0,0,1402,,,,Count Square Submatrices with All Ones,count-square-submatrices-with-all-ones,False,115980,157790,1277,False,2
,False,False,0,0,1401,,,,Number of Burgers with No Waste of Ingredients,number-of-burgers-with-no-waste-of-ingredients,False,15299,30289,1276,False,2
,False,False,0,0,1400,,,,Find Winner on a Tic Tac Toe Game,find-winner-on-a-tic-tac-toe-game,False,31813,60024,1275,False,1
,False,False,0,0,1398,,,,Number of Ways to Stay in the Same Place After Some Steps,number-of-ways-to-stay-in-the-same-place-after-some-steps,False,21700,50193,1269,False,3
,False,False,0,0,1397,True,search-suggestions-system,False,Search Suggestions System,search-suggestions-system,False,96397,147104,1268,False,2
,False,False,0,0,1396,,,,Count Servers that Communicate,count-servers-that-communicate,False,34081,58881,1267,False,2
,False,False,0,0,1395,,,,Minimum Time Visiting All Points,minimum-time-visiting-all-points,False,97464,122988,1266,False,1
,True,False,0,0,1391,True,counting-elements,False,Counting Elements,counting-elements,False,87273,147334,1426,False,1
,False,False,0,0,1389,,,,Minimum Moves to Move a Box to Their Target Location,minimum-moves-to-move-a-box-to-their-target-location,False,10365,22056,1263,False,3
,False,False,0,0,1388,,,,Greatest Sum Divisible by Three,greatest-sum-divisible-by-three,False,30849,61227,1262,False,2
,False,False,0,0,1387,,,,Find Elements in a Contaminated Binary Tree,find-elements-in-a-contaminated-binary-tree,False,34723,46231,1261,False,2
